lr,0.0001,
a,-0.17910986,
c,0.08349592,
;,9608.52059409124,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-2.1935,
lr,0.0001,
a,0.1224153,
c,0.1867363,
;,9907.880851234311,
+,0.0,
<,2.3152,
>,0.0,
ENTR,0.01,
REW,-3.1063333333333336,
lr,0.0001,
a,-0.082041256,
c,0.13362882,
;,9458.229484238258,
+,0.0,
<,2.29035,
>,0.0,
ENTR,0.01,
REW,-2.4371666666666667,
lr,0.0001,
a,-0.11879264,
c,0.31362522,
;,9434.47283371233,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-1.9946666666666666,
lr,0.0001,
a,0.0013915859,
c,0.10526117,
;,9220.806810210608,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-1.7653333333333332,
lr,0.0001,
a,0.61956984,
c,0.18109474,
;,8817.252619559711,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-1.3531666666666664,
lr,0.0001,
a,0.5032319,
c,0.3097833,
;,8860.04283261592,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-1.3051666666666664,
lr,0.0001,
a,0.14516602,
c,0.026085675,
;,9065.448953626395,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-1.589333333333333,
lr,0.0001,
a,0.068471044,
c,0.05484395,
;,9244.23110141535,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-1.7833333333333334,
lr,0.0001,
a,-0.667163,
c,0.08618239,
;,9110.351037920667,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-1.6691666666666667,
lr,0.0001,
a,-0.6163155,
c,0.06725442,
;,9129.248394296736,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-1.589,
lr,0.0001,
a,-0.34422427,
c,0.06636063,
;,8918.198407783877,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-1.5441666666666662,
lr,0.0001,
a,-0.4240075,
c,0.20376234,
;,9158.658600905817,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-1.8736666666666664,
lr,0.0001,
a,0.5224173,
c,0.09497686,
;,9265.323470571757,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-2.2556666666666674,
lr,0.0001,
a,0.5742973,
c,0.03863919,
;,9202.463826245776,
+,0.0,
<,1.8427,
>,0.0,
ENTR,0.01,
REW,-1.9948333333333332,
lr,0.0001,
a,0.15443873,
c,0.2006454,
;,9388.880972329343,
+,0.0,
<,1.8427,
>,0.0,
ENTR,0.01,
REW,-1.8900000000000001,
lr,0.0001,
a,-0.33485815,
c,0.46595937,
;,9399.426525442532,
+,0.0,
<,1.8453,
>,0.0,
ENTR,0.01,
REW,-2.1725000000000003,
lr,0.0001,
a,-0.34335464,
c,0.07610906,
;,9532.087988337533,
+,0.0,
<,1.9,
>,0.0,
ENTR,0.01,
REW,-2.643333333333333,
lr,0.0001,
a,-0.5598147,
c,0.19897711,
;,9559.542848642572,
+,0.0,
<,1.8427,
>,0.0,
ENTR,0.01,
REW,-2.224833333333333,
lr,0.0001,
a,0.046665907,
c,0.1472483,
;,9661.70700057354,
+,0.0,
<,1.9141,
>,0.0,
ENTR,0.01,
REW,-2.422,
lr,0.0001,
a,-0.4488518,
c,0.13680989,
;,9592.683480857086,
+,0.0,
<,2.13055,
>,0.0,
ENTR,0.01,
REW,-2.2820000000000005,
lr,0.0001,
a,-0.49013263,
c,0.09748324,
;,9686.961061586924,
+,0.0,
<,2.13055,
>,0.0,
ENTR,0.01,
REW,-2.5238333333333336,
lr,0.0001,
a,-0.27478907,
c,0.061681353,
;,9787.734246495032,
+,0.0,
<,2.13055,
>,0.0,
ENTR,0.01,
REW,-3.0829999999999997,
lr,0.0001,
a,-0.3026389,
c,0.18642323,
;,9358.107380024458,
+,0.0,
<,2.0034,
>,0.0,
ENTR,0.01,
REW,-2.253833333333333,
lr,0.0001,
a,0.07088284,
c,0.09567366,
;,9449.663362059811,
+,0.0,
<,1.9825,
>,0.0,
ENTR,0.01,
REW,-1.794,
lr,0.0001,
a,0.0038717631,
c,0.22516742,
;,9766.288905948315,
+,0.0,
<,1.99265,
>,0.0,
ENTR,0.01,
REW,-2.1073333333333335,
lr,0.0001,
a,0.5207926,
c,0.39408296,
;,9672.935002156928,
+,0.0,
<,1.99265,
>,0.0,
ENTR,0.01,
REW,-2.0295,
lr,0.0001,
a,0.28403825,
c,0.0827671,
;,9723.56504711895,
+,0.0,
<,1.9825,
>,0.0,
ENTR,0.01,
REW,-2.202833333333333,
lr,0.0001,
a,-0.07171819,
c,0.12951006,
;,9756.6886615254,
+,0.0,
<,1.9825,
>,0.0,
ENTR,0.01,
REW,-1.9983333333333333,
lr,0.0001,
a,-0.28547907,
c,0.07380714,
;,9793.387571776702,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-2.4760000000000004,
lr,0.0001,
a,-0.66769063,
c,0.042738374,
;,9640.092566304294,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-2.362333333333334,
lr,0.0001,
a,-0.05876703,
c,0.08521046,
;,9763.922709533037,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-2.448166666666667,
lr,0.0001,
a,-0.012140411,
c,0.06466933,
;,9578.733628852378,
+,0.0,
<,1.8427,
>,0.0,
ENTR,0.01,
REW,-2.1715,
lr,0.0001,
a,0.044954773,
c,0.13734499,
;,9389.100500658973,
+,0.0,
<,1.8427,
>,0.0,
ENTR,0.01,
REW,-1.8706666666666665,
lr,0.0001,
a,0.12592825,
c,0.111089244,
;,9388.829981926308,
+,0.0,
<,1.9199,
>,0.0,
ENTR,0.01,
REW,-1.8906666666666667,
lr,0.0001,
a,0.34490162,
c,0.0715657,
;,9234.59967956184,
+,0.0,
<,1.8504,
>,0.0,
ENTR,0.01,
REW,-1.3590000000000002,
lr,0.0001,
a,0.19000262,
c,0.22413357,
;,9006.321144089152,
+,0.0,
<,1.6275,
>,0.0,
ENTR,0.01,
REW,-0.8768333333333335,
lr,0.0001,
a,0.16717315,
c,0.06345107,
;,8987.605798394407,
+,0.0,
<,1.674288888888889,
>,0.0,
ENTR,0.01,
REW,-0.8233333333333334,
lr,0.0001,
a,0.15713297,
c,0.08454878,
;,9390.688633068785,
+,0.0,
<,1.8218666666666667,
>,0.0,
ENTR,0.01,
REW,-1.252,
lr,0.0001,
a,0.34821004,
c,0.1211069,
;,9288.888939563247,
+,0.0,
<,1.8218666666666667,
>,0.0,
ENTR,0.01,
REW,-1.1823333333333332,
lr,0.0001,
a,-0.49867728,
c,0.031702027,
;,8908.117372736804,
+,0.0,
<,1.8218666666666667,
>,0.0,
ENTR,0.01,
REW,-0.8396666666666667,
lr,0.0001,
a,-0.1108921,
c,0.09386637,
;,9208.013863129383,
+,0.0,
<,1.8522,
>,0.0,
ENTR,0.01,
REW,-1.0448333333333335,
lr,0.0001,
a,-0.22569206,
c,0.12798119,
;,9348.488767165201,
+,0.0,
<,1.8218666666666667,
>,0.0,
ENTR,0.01,
REW,-1.1073333333333333,
lr,0.0001,
a,0.23313668,
c,0.062683165,
;,9169.636904598045,
+,0.0,
<,1.8218666666666667,
>,0.0,
ENTR,0.01,
REW,-0.9214999999999999,
lr,0.0001,
a,0.101934895,
c,0.06269886,
;,9246.078684758968,
+,0.0,
<,1.8218666666666667,
>,0.0,
ENTR,0.01,
REW,-0.9520000000000001,
lr,0.0001,
a,0.27036452,
c,0.07466628,
;,9187.744136860058,
+,0.0,
<,1.8218666666666667,
>,0.0,
ENTR,0.01,
REW,-0.7144999999999998,
lr,0.0001,
a,0.14307581,
c,0.18799753,
;,9066.444980339564,
+,0.0,
<,1.8218666666666667,
>,0.0,
ENTR,0.01,
REW,-0.5344999999999999,
lr,0.0001,
a,0.36632785,
c,0.21526608,
;,9175.586346744141,
+,0.0,
<,1.8218666666666667,
>,0.0,
ENTR,0.001,
REW,-0.6576666666666665,
lr,0.0001,
a,-0.1284653,
c,0.08180331,
;,9252.665171547642,
+,0.0,
<,1.8218666666666667,
>,0.0,
ENTR,0.001,
REW,-0.7910000000000001,
lr,0.0001,
a,-0.11560045,
c,0.21767175,
;,9192.474613831064,
+,0.0,
<,1.8218666666666667,
>,0.0,
ENTR,0.001,
REW,-0.7051666666666666,
lr,0.0001,
a,-0.30750307,
c,0.1353601,
;,9244.422649446591,
+,0.0,
<,1.8218666666666667,
>,0.0,
ENTR,0.001,
REW,-0.6010000000000001,
lr,0.0001,
a,0.19929974,
c,0.07945404,
;,9102.992158398754,
+,0.0,
<,1.8218666666666667,
>,0.0,
ENTR,0.001,
REW,-0.432,
lr,0.0001,
a,0.04181608,
c,0.09708488,
;,9342.73931803059,
+,0.0,
<,1.8218666666666667,
>,0.0,
ENTR,0.001,
REW,-0.7535000000000001,
lr,0.0001,
a,0.26695362,
c,0.095474966,
;,9315.053104019458,
+,0.0,
<,1.7920888888888888,
>,0.0,
ENTR,0.001,
REW,-0.6988333333333332,
lr,0.0001,
a,0.15692285,
c,0.035718463,
;,9236.671303282721,
+,0.0,
<,1.8218666666666667,
>,0.0,
ENTR,0.001,
REW,-0.6184999999999999,
lr,0.0001,
a,-0.282512,
c,0.08883802,
;,8943.971245981491,
+,0.0,
<,1.7317555555555555,
>,0.0,
ENTR,0.001,
REW,-0.35366666666666663,
lr,0.0001,
a,-0.21926506,
c,0.22429529,
;,9029.667221509771,
+,0.0,
<,1.7667333333333333,
>,0.0,
ENTR,0.001,
REW,-0.49233333333333335,
lr,0.0001,
a,0.4210918,
c,0.09821291,
;,8950.488365114583,
+,0.0,
<,1.6819555555555556,
>,0.0,
ENTR,0.001,
REW,-0.21316666666666653,
lr,0.0001,
a,-0.41170818,
c,0.05913887,
;,8987.675306131627,
+,0.0,
<,1.6819555555555556,
>,0.0,
ENTR,0.001,
REW,-0.2898333333333333,
lr,0.0001,
a,0.11127353,
c,0.05361234,
;,9110.526808091612,
+,0.0,
<,1.6819555555555556,
>,0.0,
ENTR,0.001,
REW,-0.44633333333333336,
lr,0.0001,
a,-0.20212181,
c,0.062031932,
;,8892.26245822479,
+,0.0,
<,1.6845555555555556,
>,0.0,
ENTR,0.001,
REW,-0.437,
lr,0.0001,
a,-0.20653354,
c,0.064694084,
;,8888.887309099187,
+,0.0,
<,1.7314888888888889,
>,0.0,
ENTR,0.001,
REW,-0.37183333333333324,
lr,0.0001,
a,-0.1860469,
c,0.04926562,
;,8965.88846623545,
+,0.0,
<,1.7024,
>,0.0,
ENTR,0.001,
REW,-0.4856666666666667,
lr,0.0001,
a,0.26232353,
c,0.06262483,
;,8832.607914300772,
+,0.0,
<,1.6964666666666666,
>,0.0,
ENTR,0.001,
REW,-0.23850000000000002,
lr,0.0001,
a,0.33020705,
c,0.04526683,
;,8946.940566860834,
+,0.0,
<,1.6222666666666667,
>,0.0,
ENTR,0.001,
REW,-0.5818333333333335,
lr,0.0001,
a,0.13881782,
c,0.10616976,
;,9113.873669824998,
+,0.0,
<,1.652311111111111,
>,0.0,
ENTR,0.001,
REW,-0.7251666666666668,
lr,0.0001,
a,-0.13184953,
c,0.13665931,
;,9117.781949094138,
+,0.0,
<,1.7314888888888889,
>,0.0,
ENTR,0.001,
REW,-0.7925,
lr,0.0001,
a,-0.18647824,
c,0.039310347,
;,9116.571176054533,
+,0.0,
<,1.6469333333333334,
>,0.0,
ENTR,0.001,
REW,-0.6455000000000001,
lr,0.0001,
a,-0.23071833,
c,0.14440045,
;,9270.791173155212,
+,0.0,
<,1.6449777777777779,
>,0.0,
ENTR,0.001,
REW,-0.8954999999999999,
lr,0.0001,
a,-0.3916649,
c,0.1064736,
;,9214.45661169829,
+,0.0,
<,1.6819555555555556,
>,0.0,
ENTR,0.001,
REW,-0.7413333333333334,
lr,0.0001,
a,-0.19293925,
c,0.1176727,
;,9194.679310424925,
+,0.0,
<,1.6819555555555556,
>,0.0,
ENTR,0.001,
REW,-0.7595,
lr,0.0001,
a,0.1893476,
c,0.08031212,
;,9165.132070316193,
+,0.0,
<,1.6819555555555556,
>,0.0,
ENTR,0.001,
REW,-0.7039999999999998,
lr,0.0001,
a,-0.75513786,
c,0.09217505,
;,9292.632895656187,
+,0.0,
<,1.6819555555555556,
>,0.0,
ENTR,0.001,
REW,-0.8938333333333333,
lr,0.0001,
a,-0.021421457,
c,0.06348034,
;,9226.895343227565,
+,0.0,
<,1.6819555555555556,
>,0.0,
ENTR,0.001,
REW,-0.5944999999999998,
lr,0.0001,
a,-0.021169696,
c,0.10670598,
;,9103.97739673097,
+,0.0,
<,1.6819555555555556,
>,0.0,
ENTR,0.001,
REW,-0.7146666666666666,
lr,0.0001,
a,0.43485853,
c,0.12691118,
;,9169.91665561816,
+,0.0,
<,1.6819555555555556,
>,0.0,
ENTR,0.001,
REW,-0.6555,
lr,0.0001,
a,0.23851624,
c,0.13093808,
;,9086.408227695929,
+,0.0,
<,1.6819555555555556,
>,0.0,
ENTR,0.001,
REW,-0.5236666666666667,
lr,0.0001,
a,-0.15121529,
c,0.14834982,
;,9081.051241048552,
+,0.0,
<,1.6652,
>,0.0,
ENTR,0.001,
REW,-0.46333333333333326,
lr,0.0001,
a,0.1766468,
c,0.08074699,
;,9000.980616506498,
+,0.0,
<,1.6509777777777779,
>,0.0,
ENTR,0.001,
REW,-0.3926666666666666,
lr,0.0001,
a,0.26903638,
c,0.13852942,
;,8986.483381523894,
+,0.0,
<,1.6819555555555556,
>,0.0,
ENTR,0.001,
REW,-0.43116666666666675,
lr,0.0001,
a,0.25460353,
c,0.06983315,
;,8971.50663854197,
+,0.0,
<,1.6819555555555556,
>,0.0,
ENTR,0.001,
REW,-0.3293333333333334,
lr,0.0001,
a,0.40798795,
c,0.09019145,
;,8934.209536436014,
+,0.0,
<,1.6819555555555556,
>,0.0,
ENTR,0.001,
REW,-0.332,
lr,0.0001,
a,-0.053154126,
c,0.04219197,
;,8904.308744805427,
+,0.0,
<,1.6819555555555556,
>,0.0,
ENTR,0.001,
REW,-0.31083333333333324,
lr,0.0001,
a,0.15692896,
c,0.07802128,
;,8889.53340562642,
+,0.0,
<,1.6819555555555556,
>,0.0,
ENTR,0.001,
REW,-0.41516666666666663,
lr,0.0001,
a,0.059345696,
c,0.025006259,
;,8926.54381531966,
+,0.0,
<,1.6819555555555556,
>,0.0,
ENTR,0.001,
REW,-0.4248333333333333,
lr,0.0001,
a,0.32282114,
c,0.072853185,
;,8933.120635683843,
+,0.0,
<,1.698088888888889,
>,0.0,
ENTR,0.001,
REW,-0.26816666666666666,
lr,0.0001,
a,0.06477529,
c,0.07469797,
;,8936.248310391038,
+,0.0,
<,1.8218666666666667,
>,0.0,
ENTR,0.001,
REW,-0.2816666666666665,
lr,0.0001,
a,0.21737792,
c,0.14062528,
;,9016.386204490624,
+,0.0,
<,1.8218666666666667,
>,0.0,
ENTR,0.001,
REW,-0.4513333333333333,
lr,0.0001,
a,-0.5303149,
c,0.108388685,
;,9022.587229334917,
+,0.0,
<,1.8218666666666667,
>,0.0,
ENTR,0.001,
REW,-0.5009999999999999,
lr,0.0001,
a,-0.5054766,
c,0.12675074,
;,9055.24159664613,
+,0.0,
<,1.8218666666666667,
>,0.0,
ENTR,0.001,
REW,-0.38233333333333325,
lr,0.0001,
a,0.16882376,
c,0.059760075,
;,9028.643939605412,
+,0.0,
<,1.7616888888888889,
>,0.0,
ENTR,0.001,
REW,-0.5189999999999998,
lr,0.0001,
a,0.2215013,
c,0.07427726,
;,8991.608255008166,
+,0.0,
<,1.8218666666666667,
>,0.0,
ENTR,0.001,
REW,-0.47850000000000004,
lr,0.0001,
a,-0.11157399,
c,0.046500385,
;,8977.557143023687,
+,0.0,
<,1.7920888888888888,
>,0.0,
ENTR,0.001,
REW,-0.5068333333333332,
lr,0.0001,
a,-0.3108786,
c,0.09346574,
;,9056.259038883023,
+,0.0,
<,1.8218666666666667,
>,0.0,
ENTR,0.001,
REW,-0.5168333333333333,
lr,0.0001,
a,0.19797914,
c,0.07393136,
;,9112.129978931673,
+,0.0,
<,1.8218666666666667,
>,0.0,
ENTR,0.001,
REW,-0.36033333333333334,
lr,0.0001,
a,0.43895495,
c,0.105629444,
;,9158.401937986235,
+,0.0,
<,1.8218666666666667,
>,0.0,
ENTR,0.001,
REW,-0.31666666666666665,
lr,0.0001,a,-0.104571186,
c,0.8695158,
;,9783.454159492301,
+,0.0,
<,1.84315,
>,0.0,
ENTR,0.01,
REW,-2.312166666666667,
lr,0.0001,
a,0.06692454,
c,0.409167,
;,9773.047552888123,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-2.3466666666666662,
lr,0.0001,
a,-0.11118901,
c,0.3110432,
;,10001.988374563189,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-2.5993333333333335,
lr,0.0001,a,-0.104571186,
c,0.8695158,
;,9783.454159492301,
+,0.0,
<,1.84315,
>,0.0,
ENTR,0.01,
REW,-2.312166666666667,
lr,0.0001,
a,0.06692454,
c,0.409167,
;,9773.047552888123,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-2.3466666666666662,
lr,0.0001,
a,-0.11118901,
c,0.3110432,
;,10001.988374563189,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-2.5993333333333335,
lr,0.0001,
a,-0.42824367,
c,0.24788375,
;,11448.610109448748,
+,0.0,
<,3.62455,
>,0.0,
ENTR,0.01,
REW,-8.591833333333334,
lr,0.0001,
a,0.05878316,
c,0.12473227,
;,10552.362222355903,
+,0.0,
<,3.62455,
>,0.0,
ENTR,0.01,
REW,-8.222833333333334,
lr,0.0001,
a,0.15196894,
c,0.26868114,
;,10142.33553704716,
+,0.0,
<,3.5436,
>,0.0,
ENTR,0.01,
REW,-7.179499999999999,
lr,0.0001,
a,0.6436756,
c,0.23177347,
;,9929.529695791929,
+,0.0,
<,3.48985,
>,0.0,
ENTR,0.01,
REW,-7.043,
lr,0.0001,
a,-0.13722065,
c,0.22667345,
;,9717.591301915048,
+,0.0,
<,3.5436,
>,0.0,
ENTR,0.01,
REW,-5.719166666666666,
lr,0.0001,
a,0.6937995,
c,0.09085193,
;,9464.083478110422,
+,0.0,
<,3.08185,
>,0.0,
ENTR,0.01,
REW,-2.803166666666667,
lr,0.0001,
a,-0.077227525,
c,0.25189093,
;,8749.363318266462,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-1.6769999999999998,
lr,0.0001,
a,-0.12647402,
c,0.31294894,
;,9517.277853633244,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-2.1021666666666667,
lr,0.0001,
a,-0.8322668,
c,0.11924945,
;,9440.539728356849,
+,0.0,
<,1.9387,
>,0.0,
ENTR,0.01,
REW,-2.3614999999999995,
lr,0.0001,
a,0.021112945,
c,0.18095009,
;,9708.003953708243,
+,0.0,
<,2.22965,
>,0.0,
ENTR,0.01,
REW,-2.662333333333333,
lr,0.0001,
a,-0.17910986,
c,0.08349592,
;,9608.52059409124,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-2.1935,
lr,0.0001,
a,0.1224153,
c,0.1867363,
;,9907.880851234311,
+,0.0,
<,2.3152,
>,0.0,
ENTR,0.01,
REW,-3.1063333333333336,
lr,0.0001,
a,-0.082041256,
c,0.13362882,
;,9458.229484238258,
+,0.0,
<,2.29035,
>,0.0,
ENTR,0.01,
REW,-2.4371666666666667,
lr,0.0001,
a,-0.11879264,
c,0.31362522,
;,9434.47283371233,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-1.9946666666666666,
lr,0.0001,
a,0.0013915859,
c,0.10526117,
;,9220.806810210608,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-1.7653333333333332,
lr,0.0001,
a,0.61956984,
c,0.18109474,
;,8817.252619559711,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-1.3531666666666664,
lr,0.0001,
a,0.5032319,
c,0.3097833,
;,8860.04283261592,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-1.3051666666666664,
lr,0.0001,
a,0.14516602,
c,0.026085675,
;,9065.448953626395,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-1.589333333333333,
lr,0.0001,
a,0.068471044,
c,0.05484395,
;,9244.23110141535,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-1.7833333333333334,
lr,0.0001,
a,-0.667163,
c,0.08618239,
;,9110.351037920667,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-1.6691666666666667,
lr,0.0001,
a,-0.6163155,
c,0.06725442,
;,9129.248394296736,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-1.589,
lr,0.0001,
a,-0.34422427,
c,0.06636063,
;,8918.198407783877,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-1.5441666666666662,
lr,0.0001,
a,-0.4240075,
c,0.20376234,
;,9158.658600905817,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-1.8736666666666664,
lr,0.0001,
a,0.5224173,
c,0.09497686,
;,9265.323470571757,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-2.2556666666666674,
lr,0.0001,
a,0.5742973,
c,0.03863919,
;,9202.463826245776,
+,0.0,
<,1.8427,
>,0.0,
ENTR,0.01,
REW,-1.9948333333333332,
lr,0.0001,
a,0.15443873,
c,0.2006454,
;,9388.880972329343,
+,0.0,
<,1.8427,
>,0.0,
ENTR,0.01,
REW,-1.8900000000000001,
lr,0.0001,
a,-0.33485815,
c,0.46595937,
;,9399.426525442532,
+,0.0,
<,1.8453,
>,0.0,
ENTR,0.01,
REW,-2.1725000000000003,
lr,0.0001,
a,-0.34335464,
c,0.07610906,
;,9532.087988337533,
+,0.0,
<,1.9,
>,0.0,
ENTR,0.01,
REW,-2.643333333333333,
lr,0.0001,
a,-0.5598147,
c,0.19897711,
;,9559.542848642572,
+,0.0,
<,1.8427,
>,0.0,
ENTR,0.01,
REW,-2.224833333333333,
lr,0.0001,
a,0.046665907,
c,0.1472483,
;,9661.70700057354,
+,0.0,
<,1.9141,
>,0.0,
ENTR,0.01,
REW,-2.422,
lr,0.0001,
a,-0.4488518,
c,0.13680989,
;,9592.683480857086,
+,0.0,
<,2.13055,
>,0.0,
ENTR,0.01,
REW,-2.2820000000000005,
lr,0.0001,
a,-0.49013263,
c,0.09748324,
;,9686.961061586924,
+,0.0,
<,2.13055,
>,0.0,
ENTR,0.01,
REW,-2.5238333333333336,
lr,0.0001,
a,-0.27478907,
c,0.061681353,
;,9787.734246495032,
+,0.0,
<,2.13055,
>,0.0,
ENTR,0.01,
REW,-3.0829999999999997,
lr,0.0001,
a,-0.3026389,
c,0.18642323,
;,9358.107380024458,
+,0.0,
<,2.0034,
>,0.0,
ENTR,0.01,
REW,-2.253833333333333,
lr,0.0001,
a,0.07088284,
c,0.09567366,
;,9449.663362059811,
+,0.0,
<,1.9825,
>,0.0,
ENTR,0.01,
REW,-1.794,
lr,0.0001,
a,0.0038717631,
c,0.22516742,
;,9766.288905948315,
+,0.0,
<,1.99265,
>,0.0,
ENTR,0.01,
REW,-2.1073333333333335,
lr,0.0001,
a,0.5207926,
c,0.39408296,
;,9672.935002156928,
+,0.0,
<,1.99265,
>,0.0,
ENTR,0.01,
REW,-2.0295,
lr,0.0001,
a,0.28403825,
c,0.0827671,
;,9723.56504711895,
+,0.0,
<,1.9825,
>,0.0,
ENTR,0.01,
REW,-2.202833333333333,
lr,0.0001,
a,-0.07171819,
c,0.12951006,
;,9756.6886615254,
+,0.0,
<,1.9825,
>,0.0,
ENTR,0.01,
REW,-1.9983333333333333,
lr,0.0001,
a,-0.28547907,
c,0.07380714,
;,9793.387571776702,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-2.4760000000000004,
lr,0.0001,
a,-0.66769063,
c,0.042738374,
;,9640.092566304294,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-2.362333333333334,
lr,0.0001,
a,-0.05876703,
c,0.08521046,
;,9763.922709533037,
+,0.0,
<,1.92215,
>,0.0,
ENTR,0.01,
REW,-2.448166666666667,
lr,0.0001,
a,-0.012140411,
c,0.06466933,
;,9578.733628852378,
+,0.0,
<,1.8427,
>,0.0,
ENTR,0.01,
REW,-2.1715,
lr,0.0001,
a,0.044954773,
c,0.13734499,
;,9389.100500658973,
+,0.0,
<,1.8427,
>,0.0,
ENTR,0.01,
REW,-1.8706666666666665,
lr,0.0001,
a,0.12592825,
c,0.111089244,
;,9388.829981926308,
+,0.0,
<,1.9199,
>,0.0,
ENTR,0.01,
REW,-1.8906666666666667,
lr,0.0001,
a,0.34490162,
c,0.0715657,
;,9234.59967956184,
+,0.0,
<,1.8504,
>,0.0,
ENTR,0.01,
REW,-1.3590000000000002,
lr,0.0001,
a,0.19000262,
c,0.22413357,
;,9006.321144089152,
+,0.0,
<,1.6275,
>,0.0,
ENTR,0.01,
REW,-0.8768333333333335,
lr,0.0001,
a,0.16717315,
c,0.06345107,
;,8987.605798394407,
+,0.0,
<,1.674288888888889,
>,0.0,
ENTR,0.01,
REW,-0.8233333333333334,
lr,0.0001,
a,0.15713297,
c,0.08454878,
;,9390.688633068785,
+,0.0,
<,1.8218666666666667,
>,0.0,
ENTR,0.01,
REW,-1.252,
lr,0.0001,
a,0.34821004,
c,0.1211069,
;,9288.888939563247,
+,0.0,
<,1.8218666666666667,
